InChiKey,SMILE,Ca,Cn,Pl,Fp,Af,Max,Average,Stddev,pert_iname
NRJAVPSFFCBXDT-WBCKFURZSA-O,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,"0,10363","0,08944","0,08974","0,07233","0,12112","0,12112","0,09525","0,01822",
YJXDGWUNRYLINJ-BHAPSIHVSA-N,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](OC(=O)[C@H]4O[C@@]34[C@]12C)c1ccoc1,"0,09950","0,08031","0,07935","0,05982","0,12110","0,12110","0,08802","0,02322",
AFHJQYHRLPMKHU-OSYMLPPYSA-N,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)[C@H]1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc12,"0,10306","0,08674","0,08569","0,06855","0,12109","0,12109","0,09303","0,01988",
JHFOAISYWJRTIM-PSASIEDQSA-N,C[C@@H]1CCC[C@@H](N1C(=O)CCSC(C)=O)C(O)=O,"0,10125","0,08573","0,08576","0,06757","0,12109","0,12109","0,09228","0,02004",
QLIIKPVHVRXHRI-CXSFZGCWSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,"0,10088","0,08258","0,08086","0,06247","0,12106","0,12106","0,08957","0,02224",
METKIMKYRPQLGS-LBPRGKRZSA-N,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,"0,10140","0,08574","0,08506","0,06723","0,12104","0,12104","0,09210","0,02020",
METKIMKYRPQLGS-GFCCVEGCSA-N,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,"0,10140","0,08574","0,08506","0,06723","0,12104","0,12104","0,09210","0,02020",
METKIMKYRPQLGS-GFCCVEGCSA-N,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,"0,10140","0,08574","0,08506","0,06723","0,12104","0,12104","0,09210","0,02020",
QTQAWLPCGQOSGP-SLOAUYBXSA-N,CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,"0,10166","0,08525","0,08471","0,06646","0,12104","0,12104","0,09182","0,02054",
HCXVJBMSMIARIN-PHZDYDNGSA-N,CC[C@H](\C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"0,10041","0,08252","0,08153","0,06280","0,12103","0,12103","0,08966","0,02201",
SRPNQDXRVRCTNK-UHFFFAOYSA-N,CC(C)(C)C(=O)NCCCC(O)=O,"0,10108","0,08584","0,08582","0,06810","0,12101","0,12101","0,09237","0,01982",
FEBLZLNTKCEFIT-VSXGLTOVSA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,"0,10135","0,08246","0,08054","0,06190","0,12099","0,12099","0,08945","0,02249",
KEJCWVGMRLCZQQ-QFDKGRJDSA-N,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)O[C@@H](C)OC(C)=O)c1ccco1,"0,10239","0,08573","0,08513","0,06707","0,12098","0,12098","0,09226","0,02034",
SECXISVLQFMRJM-UHFFFAOYSA-N,CN1CCCC1=O,"0,09954","0,08428","0,08373","0,06590","0,12096","0,12096","0,09088","0,02061",
UKMSUNONTOPOIO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(O)=O,"0,10141","0,08547","0,08559","0,06790","0,12095","0,12095","0,09226","0,01994",
DXIOOXFZLKCVHK-HGIWSLISSA-N,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@]([H])(O[C@H]4C[C@H](OC)[C@@]([H])(O[C@H]5C[C@@H](OC)[C@H](NC)[C@@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@@H]4C[C@@H](C[C@]5(O4)O[C@H](C(C)C)[C@@H](C)C=C5)OC(=O)[C@H](C=C(C)[C@H]1O)[C@@]23O,"0,10214","0,08481","0,08377","0,06656","0,12095","0,12095","0,09164","0,02066",
SMEROWZSTRWXGI-HVATVPOCSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,"0,10014","0,08280","0,08175","0,06335","0,12095","0,12095","0,08980","0,02174",
CEAZRRDELHUEMR-CAMVTXANSA-N,CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,"0,10217","0,08636","0,08616","0,06840","0,12095","0,12095","0,09281","0,01975",
ZXRVKCBLGJOCEE-UHFFFAOYSA-N,O=c1[nH]oc2CNCCc12,"0,10003","0,08405","0,08351","0,06574","0,12094","0,12094","0,09085","0,02074",
XOZIUKBZLSUILX-HFHFCCBWSA-N,C[C@H]1CCC\C(C)=C/C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,"0,10112","0,08370","0,08298","0,06490","0,12093","0,12093","0,09073","0,02119",
ZROGCCBNZBKLEL-MPRHSVQHSA-N,C[C@@H]1O[C@@H](O[C@@H]2[C@H](Oc3cc(O)cc(O)c3C2=O)c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,"0,10284","0,08642","0,08540","0,06821","0,12092","0,12092","0,09276","0,01995",
OJYLAHXKWMRDGS-UHFFFAOYSA-N,COc1cc(CCC(C)=O)ccc1O,"0,10152","0,08557","0,08487","0,06728","0,12090","0,12090","0,09203","0,02018",
RIKMMFOAQPJVMX-UHFFFAOYSA-N,Cc1cn[nH]c1,"0,10051","0,08486","0,08410","0,06668","0,12089","0,12089","0,09141","0,02037",
HYHMLYSLQUKXKP-UHFFFAOYSA-N,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O,"0,10170","0,08582","0,08585","0,06790","0,12088","0,12088","0,09243","0,01990",
WXURHACBFYSXBI-GQKYHHCASA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,"0,10131","0,08277","0,08087","0,06248","0,12086","0,12086","0,08966","0,02221",
ZEMGGZBWXRYJHK-UHFFFAOYSA-N,O=c1cc[nH]c(=S)[nH]1,"0,10069","0,08484","0,08406","0,06661","0,12085","0,12085","0,09141","0,02040",
LFTFGCDECFPSQD-NSHDSACASA-N,COc1ccccc1OC[C@@H](O)CNC(C)C,"0,10091","0,08503","0,08417","0,06640","0,12085","0,12085","0,09147","0,02047",
CMCCHHWTTBEZNM-SCSAIBSYSA-N,CC(C)[C@@H](Br)C(=O)NC(N)=O,"0,10056","0,08578","0,08574","0,06779","0,12082","0,12082","0,09214","0,01980",
AYUNIORJHRXIBJ-FBDSWQSESA-N,CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,"0,10191","0,08555","0,08506","0,06695","0,12080","0,12080","0,09206","0,02028",
DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN1CC(=O)NC1=N,"0,09973","0,08429","0,08369","0,06600","0,12080","0,12080","0,09090","0,02054",
JJGBXTYGTKWGAT-YUMQZZPRSA-N,NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(O)=O,"0,10100","0,08603","0,08615","0,06788","0,12079","0,12079","0,09237","0,01975",
LJCWONGJFPCTTL-SSDOTTSWSA-N,N[C@@H](C(O)=O)c1ccc(O)cc1,"0,10109","0,08567","0,08508","0,06740","0,12079","0,12079","0,09200","0,02003",
VDQLKIBLTMPAHI-UHFFFAOYSA-N,CC(C)C(=O)c1ccc(O)c(O)c1,"0,10109","0,08543","0,08493","0,06719","0,12074","0,12074","0,09188","0,02011",
CEJLBZWIKQJOAT-UHFFFAOYSA-N,Cln1c(=O)[nH]c(=O)n(Cl)c1=O,"0,09977","0,08379","0,08328","0,06565","0,12073","0,12073","0,09064","0,02070",
FDGQSTZJBFJUBT-UHFFFAOYSA-N,O=c1nc[nH]c2nc[nH]c12,"0,10080","0,08453","0,08364","0,06619","0,12072","0,12072","0,09117","0,02056",
GPNHMOZDMYNCPO-PDUMRIMRSA-N,CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)CO,"0,09988","0,08214","0,08082","0,06222","0,12072","0,12072","0,08915","0,02211",
ZAKOWWREFLAJOT-PKIAKLFDSA-N,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@]1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1,"0,10165","0,08598","0,08611","0,06770","0,12071","0,12071","0,09243","0,01986",
QNTASHOAVRSLMD-SIWSWZRQSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=C\C(CC[C@]4(C)[C@H]3CC[C@]12C)=N\O,"0,10001","0,08230","0,08128","0,06263","0,12071","0,12071","0,08939","0,02194",
KBDSLGBFQAGHBE-MSGMIQHVSA-N,CC1(C)O[C@H]2CC(=O)OC[C@@]22[C@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@@H](OC(=O)[C@H]3O[C@@]123)c1ccoc1,"0,09764","0,07827","0,07688","0,05809","0,12068","0,12068","0,08631","0,02377",
WRMNZCZEMHIOCP-UHFFFAOYSA-N,OCCc1ccccc1,"0,10059","0,08500","0,08403","0,06667","0,12068","0,12068","0,09139","0,02030",
ILKJAFIWWBXGDU-KNPIAJNZSA-N,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,"0,10026","0,08127","0,07982","0,06054","0,12067","0,12067","0,08851","0,02282",
OZVBMTJYIDMWIL-AYFBDAFISA-N,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,"0,09934","0,08236","0,08137","0,06323","0,12067","0,12067","0,08939","0,02165",
MIJYXULNPSFWEK-GTOFXWBISA-N,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O,"0,09797","0,07725","0,07687","0,05553","0,12064","0,12064","0,08565","0,02465",
CUCSSYAUKKIDJV-FAXBSAIASA-N,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(N)=N)C(N)=O,"0,10206","0,08616","0,08523","0,06747","0,12061","0,12061","0,09231","0,02001",
RYEFFICCPKWYML-XSVQNFTRSA-N,CC(C)(O)[C@H]1[C@H]2OC(=O)[C@@H]1[C@@]1(O)C[C@H]3O[C@]33C(=O)O[C@@H]2[C@@]13C,"0,10025","0,08347","0,08256","0,06479","0,12061","0,12061","0,09033","0,02107",
GHMLBKRAJCXXBS-UHFFFAOYSA-N,Oc1cccc(O)c1,"0,10064","0,08503","0,08423","0,06680","0,12056","0,12056","0,09145","0,02020",
PMRYVIKBURPHAH-UHFFFAOYSA-N,Cn1cc[nH]c1=S,"0,10021","0,08454","0,08375","0,06637","0,12055","0,12055","0,09109","0,02037",
PIMZUZSSNYHVCU-KBLUICEQSA-N,CC(=C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]33C(=O)O[C@H]2[C@]13C,"0,09984","0,08352","0,08253","0,06489","0,12051","0,12051","0,09026","0,02095",
WYWHKKSPHMUBEB-UHFFFAOYSA-N,Nc1nc2nc[nH]c2c(=S)[nH]1,"0,10065","0,08429","0,08343","0,06593","0,12047","0,12047","0,09096","0,02057",
CUTZNERBKDMLAP-QWWZWVQMSA-N,OC(=O)c1n[nH]c2[C@@H]3C[C@@H]3Cc12,"0,10045","0,08492","0,08444","0,06668","0,12041","0,12041","0,09138","0,02016",
XBJWOGLKABXFJE-RXMQYKEDSA-N,CCOC(=O)N1CSC[C@@H]1C(O)=O,"0,10004","0,08495","0,08482","0,06689","0,12040","0,12040","0,09142","0,02001",
YDDMIZRDDREKEP-HWTBNCOESA-N,[H][C@@]12Cc3cc(C)c(OC)c(O)c3[C@@]([H])(N1C)[C@@]1([H])N([C@H]2O)[C@@]2([H])COC(=O)[C@]3(CS[C@]1([H])c1c(OC(C)=O)c(C)c4OCOc4c21)NCCc1c3[nH]c2ccc(OC)cc12,"0,09608","0,07832","0,07711","0,05889","0,12039","0,12039","0,08616","0,02322",
APIXJSLKIYYUKG-UHFFFAOYSA-N,CC(C)Cn1c2nc[nH]c2c(=O)n(C)c1=O,"0,10056","0,08448","0,08386","0,06618","0,12037","0,12037","0,09109","0,02039",
ZFUKERYTFURFGA-PVVXTEPVSA-N,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@@]5(O[C@H](C(C)C)[C@@H](C)C=C5)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,"0,10198","0,08483","0,08374","0,06680","0,12033","0,12033","0,09154","0,02035",
HNPAHGHFONBTLV-KSJQNFQUSA-N,CC(=O)O[C@@H]1C[C@]2(C)O[C@H]2CC[C@]2(C)O[C@H]2C[C@@H]2CC(=O)C(=C)[C@@H]1C2(C)C,"0,09870","0,08049","0,07955","0,06119","0,12033","0,12033","0,08805","0,02240",
VKSPIPWLHGKJQO-UHFFFAOYSA-N,CCCCc1ccc(nc1)C(N)=O,"0,10073","0,08506","0,08434","0,06689","0,12032","0,12032","0,09147","0,02009",
NOOJLZTTWSNHOX-NXEZZACHSA-N,CC(C)C[C@@H](NC(=O)[C@H]1CCCN1)C(=O)NCC(N)=O,"0,10038","0,08541","0,08551","0,06733","0,12032","0,12032","0,09179","0,01979",
PTKSEFOSCHHMPD-JTQLQIEISA-N,COc1ccc(OC)c(c1)[C@@H](O)CNC(=O)CN,"0,10099","0,08514","0,08447","0,06677","0,12031","0,12031","0,09153","0,02013",
PGMIWVSHZMWSSI-UHFFFAOYSA-N,CCNCCCNCCCCNCCCNCC,"0,10051","0,08448","0,08422","0,06683","0,12030","0,12030","0,09127","0,02013",
IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H]3[C@H](C(O)=O)[C@@]45CC(=C)[C@@](O)(C4)CC[C@H]5[C@]3(OC1=O)C=C[C@@H]2O,"0,09948","0,08245","0,08125","0,06319","0,12030","0,12030","0,08933","0,02155",
LOIYMIARKYCTBW-OWOJBTEDSA-N,OC(=O)\C=C\c1cnc[nH]1,"0,10065","0,08501","0,08425","0,06701","0,12027","0,12027","0,09144","0,02004",
LOIYMIARKYCTBW-UPHRSURJSA-N,OC(=O)\C=C/c1cnc[nH]1,"0,10065","0,08501","0,08425","0,06701","0,12027","0,12027","0,09144","0,02004",
FVJCUZCRPIMVLB-UHFFFAOYSA-N,CC(C)OCCn1c2cc[nH]c2c(=O)[nH]c1=S,"0,10088","0,08462","0,08388","0,06639","0,12027","0,12027","0,09121","0,02032",
ODJLBQGVINUMMR-HZXDTFASSA-N,C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,"0,09760","0,07896","0,07731","0,05833","0,12024","0,12024","0,08649","0,02343",
DOMWKUIIPQCAJU-LJHIYBGHSA-N,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,"0,09961","0,08214","0,08110","0,06260","0,12022","0,12022","0,08914","0,02176",
DTXXSJZBSTYZKE-ZDQKKZTESA-N,C[C@H](OCCC(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,"0,09994","0,08219","0,08129","0,06294","0,12020","0,12020","0,08931","0,02166",
GZYBSURBYCLNSM-UHFFFAOYSA-N,OCCCNc1ccccc1,"0,10042","0,08473","0,08385","0,06656","0,12019","0,12019","0,09115","0,02018",
VKXWOLCNTHXCLF-DXEZIKHYSA-N,CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)n1ccc(N)nc1=O)N=[N+]=[N-],"0,10182","0,08597","0,08599","0,06811","0,12019","0,12019","0,09241","0,01958",
QGJZLNKBHJESQX-FZFNOLFKSA-N,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,"0,09809","0,07809","0,07768","0,05685","0,12019","0,12019","0,08618","0,02396",
IHHXIUAEPKVVII-APFIOPMWSA-N,NCCCC[C@H](N)C(O)=O.CC(C)Cc1ccc(cc1)[C@@H](C)C(O)=O,"0,10095","0,08562","0,08531","0,06740","0,12018","0,12018","0,09189","0,01978",
KOMWRBFEDDEWEP-RXMQYKEDSA-N,Cc1cc(sc1[C@@H](N)C(O)=O)C(O)=O,"0,10062","0,08531","0,08510","0,06733","0,12017","0,12017","0,09171","0,01980",
BATVOUKHGLKDGQ-BYPYZUCNSA-N,C[C@H]1CCN=C(N)S1,"0,09945","0,08414","0,08350","0,06589","0,12017","0,12017","0,09063","0,02034",
PDMUULPVBYQBBK-LBPRGKRZSA-N,CCCCOc1cc(C[C@H]2CNC(=O)N2)ccc1OC,"0,10067","0,08430","0,08348","0,06609","0,12015","0,12015","0,09094","0,02040",
VJGGHXVGBSZVMZ-QIZQQNKQSA-N,O[C@@H](COc1cccc(Cl)c1)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,"0,10256","0,08606","0,08501","0,06802","0,12014","0,12014","0,09236","0,01976",
PZMVOUYYNKPMSI-UHFFFAOYSA-N,CNCC(=O)c1ccc(O)c(O)c1,"0,10080","0,08509","0,08454","0,06700","0,12014","0,12014","0,09152","0,01998",
IUBSYMUCCVWXPE-AWEZNQCLSA-N,COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,"0,10041","0,08450","0,08366","0,06607","0,12014","0,12014","0,09096","0,02034",
WDLWHQDACQUCJR-ZAMMOSSLSA-N,C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O,"0,10143","0,08493","0,08397","0,06626","0,12014","0,12014","0,09135","0,02034",
COLNVLDHVKWLRT-MRVPVSSYSA-N,N[C@H](Cc1ccccc1)C(O)=O,"0,10033","0,08509","0,08441","0,06687","0,12009","0,12009","0,09136","0,01996",
NWIUTZDMDHAVTP-QGZVFWFLSA-N,CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1,"0,10073","0,08469","0,08383","0,06624","0,12006","0,12006","0,09111","0,02027",
NWIUTZDMDHAVTP-KRWDZBQOSA-N,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,"0,10073","0,08469","0,08383","0,06624","0,12006","0,12006","0,09111","0,02027",
VAOCPAMSLUNLGC-UHFFFAOYSA-N,Cc1ncc(n1CCO)[N+]([O-])=O,"0,09986","0,08403","0,08333","0,06596","0,12006","0,12006","0,09065","0,02035",
HJXMNVQARNZTEE-LLVKDONJSA-N,CCCC[C@H]1OC(=O)c2ccccc12,"0,10022","0,08446","0,08372","0,06631","0,12003","0,12003","0,09095","0,02020",
NOPFSRXAKWQILS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCO,"0,10035","0,08425","0,08428","0,06681","0,12002","0,12002","0,09114","0,02003",
PAZJSJFMUHDSTF-CQSZACIVSA-N,CC(C)NC[C@@H](O)COc1ccccc1CC=C,"0,10022","0,08448","0,08362","0,06607","0,11999","0,11999","0,09087","0,02027",
ZULJGOSFKWFVRX-UHFFFAOYSA-N,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,"0,09952","0,08394","0,08387","0,06574","0,11996","0,11996","0,09061","0,02030",
AOCCBINRVIKJHY-UHFFFAOYSA-N,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,"0,10082","0,08489","0,08438","0,06704","0,11993","0,11993","0,09141","0,01992",
KOCIMZNSNPOGOP-IWCJZZDYSA-N,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,"0,10216","0,08566","0,08520","0,06788","0,11993","0,11993","0,09216","0,01969",
NRFJZTXWLKPZAV-YFKPBYRVSA-N,CC(=O)N[C@H]1CCSC1=O,"0,09956","0,08442","0,08424","0,06652","0,11991","0,11991","0,09093","0,01998",
DCYOADKBABEMIQ-OWMUPTOHSA-N,C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2cc(O)c(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,"0,10211","0,08570","0,08468","0,06756","0,11991","0,11991","0,09199","0,01982",
OPYGFNJSCUDTBT-PMLPCWDUSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2[C@@H](CC2=O)S(=O)(=O)C1(C)C,"0,09962","0,08301","0,08215","0,06375","0,11991","0,11991","0,08969","0,02113",
YGFYZZQGVSUXJE-HZJYTTRNSA-N,CCCCC\C=C/C\C=C/CCCCCCCC(=O)NCCCC(O)=O,"0,10129","0,08511","0,08501","0,06780","0,11989","0,11989","0,09182","0,01966",
GUBGYTABKSRVRQ-QUYVBRFLSA-N,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,"0,10291","0,08757","0,08642","0,07101","0,11989","0,11989","0,09356","0,01855",
DFBIRQPKNDILPW-CIVMWXNOSA-N,CC(C)[C@]12O[C@H]1[C@@H]1O[C@]11[C@]3(O[C@H]3C[C@H]3C4=C(CC[C@]13C)C(=O)OC4)[C@@H]2O,"0,09894","0,08170","0,08055","0,06265","0,11987","0,11987","0,08874","0,02162",
"InChI=1S/C20H24O6/c1-8(2)18-13(25-18)14-20(26-14)17(3)5-4-9-10(7-23-15(9)21)11(17)6-12-19(20,24-12)16(18)22/h8,11-14,16,22H,4-7H2,1-3H3/t11-,12-,13-,14-,16+,17-,18-,19+,20+/m0/s1",CC(C)[C@]12O[C@H]1[C@@H]1O[C@]11[C@]3(O[C@H]3C[C@H]3C4=C(CC[C@]13C)C(=O)OC4)[C@@H]2O,"0,09894","0,08170","0,08055","0,06265","0,11987","0,11987","0,08874","0,02162",
PKLPQOJFHFGVBS-UHFFFAOYSA-N,CC(=O)c1c(O)cc(C)oc1=O,"0,10032","0,08469","0,08435","0,06675","0,11985","0,11985","0,09119","0,01994",
QYSXJUFSXHHAJI-YRZJJWOYSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,"0,09894","0,08195","0,08110","0,06286","0,11985","0,11985","0,08894","0,02148",
KMIQMFHPUJUDMC-HHARLNAUSA-N,CC(C)O[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1NC(C)=O,"0,10138","0,08594","0,08604","0,06839","0,11983","0,11983","0,09232","0,01931",
QXLPXWSKPNOQLE-UHFFFAOYSA-N,CCC(C)(O)C#C,"0,09943","0,08408","0,08340","0,06618","0,11983","0,11983","0,09058","0,02014",
JWRMHDSINXPDHB-OJAGFMMFSA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,"0,10048","0,08186","0,08049","0,06171","0,11982","0,11982","0,08887","0,02208",
NBLBCGUCPBXKOV-UHFFFAOYSA-N,COCc1nc2n(CC(C)C)c(=O)n(C)c(=O)c2[nH]1,"0,10010","0,08381","0,08323","0,06557","0,11980","0,11980","0,09050","0,02043",
FASDKYOPVNHBLU-ZETCQYMHSA-N,CCCN[C@H]1CCc2nc(N)sc2C1,"0,09965","0,08377","0,08317","0,06547","0,11980","0,11980","0,09037","0,02042",
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,"0,09973","0,08435","0,08342","0,06613","0,11980","0,11980","0,09069","0,02016",
JZQKKSLKJUAGIC-LLVKDONJSA-N,CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,"0,10045","0,08446","0,08350","0,06602","0,11979","0,11979","0,09084","0,02025",
JZQKKSLKJUAGIC-NSHDSACASA-N,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,"0,10045","0,08446","0,08350","0,06602","0,11979","0,11979","0,09084","0,02025",
CBOQJANXLMLOSS-UHFFFAOYSA-N,CCOc1cc(C=O)ccc1O,"0,10021","0,08442","0,08363","0,06633","0,11974","0,11974","0,09087","0,02011",
CDOSHBSSFJOMGT-JTQLQIEISA-N,CC(C)=CCC[C@@](C)(O)C=C,"0,09999","0,08422","0,08375","0,06669","0,11974","0,11974","0,09088","0,01998",
OBSYBRPAKCASQB-AGQYDFLVSA-N,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)c1ccoc1,"0,09914","0,08243","0,08163","0,06337","0,11974","0,11974","0,08926","0,02122",
BDSYKGHYMJNPAB-LICBFIPMSA-N,CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,"0,10037","0,08233","0,08070","0,06235","0,11971","0,11971","0,08909","0,02177",
LWQQLNNNIPYSNX-UROSTWAQSA-N,C[C@H](\C=C\[C@@H](O)C1CC1)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,"0,09853","0,08034","0,07915","0,06073","0,11969","0,11969","0,08769","0,02234",
HZDQUOWQHHSPIE-HASICPNOSA-N,CCc1c(C)c2cc3nc(cc4[nH]c([C@@H](CCC(O)=O)[C@@H]4C)c(CC(O)=O)c4[nH]c(cc1n2)c(C)c4C(O)=O)c(C)c3C=C,"0,10203","0,08487","0,08430","0,06673","0,11969","0,11969","0,09153","0,02009",
